,Raw name,Mapped name,Score
972,aertec solution,aertec,0.7188611896724751
973,aertec solutions,aertec,1.0
974,aertec solutions engineering,aertec,1.0
975,aertec solutions gmbh,aertec,1.0
976,aertec solutions ltd,aertec,1.0
977,aertec solutions sl,aertec,1.0
978,aertec solutions sl,aertec,1.0
979,aertec solutions sl,aertec,1.0
980,aertec solutions sl,aertec,1.0
981,aertech,aertech,1.0
982,aerzen international rental bv,aan bv,0.5741979715832525
983,aerztebedarf,aerztebedarf,1.0
984,aerztekammer berlin,ãârztekammer berlin,0.8878676470588236
985,aes,aes,1.0
986,aes cs,aes,0.8617131062951496
987,aes sopra,aes,0.8823529411764706
988,aes ferchau,aes,0.8926342072409488
989,aes ingenierie,acc ingenierie,0.5023148148148149
990,aeti informatique,aec informatique,0.9130019120458891
991,aetos design engineering pvt ltd,activium information design,0.6412740544127405
992,aew wassertechnologie gmbh,aew wassertechnologie gmbh,1.0
993,af chasset,af chasset,1.0
994,af fasteners,af chasset,0.5391964723174915
995,af steelcase,af chasset,0.7620817843866171
996,af steelcase sa,af chasset,0.7663266657835475
997,afa association francaise,afa association francaise,1.0
998,afa seminare gmbh,aas seminare,0.5108910891089109
999,afalg gaspard partner,aãfalg gaspard partner,0.875
1000,afc ingenieros sa,afc ingenieros sa,1.0
1001,afcea,afcea,1.0
1002,afcea bonn e.v,afcea bonn e.v,0.5358948432760364
1003,afcea bonn ev,afcea,0.6717703349282297
1004,afci association francaise du,afci association francaise du,0.5566849100860047
1005,afcot,afcot,1.0
1006,afcstab,afcstab,1.0
1007,afea travel and tourism sa,afea travel and tourism sa,1.0
1008,afelec electricit gnrale,afelec electricit gnrale,1.0
1009,afenda,afenda,1.0
1010,afep,afep,1.0
1011,afeti sarl,afeti sarl,1.0
1012,afeurac,afeurac,1.0
1013,affinity for business ltd,abc business,0.576975476839237
1014,affinity water ltd,actides water solutions gmbh,0.6888297872340425
1015,affitomare,affitomare,1.0
1016,affutage de lartois,abd affutage,0.9212121212121213
1017,affutage de precision de normandie,abd affutage,0.631578947368421
1018,affutage doc,abd affutage,0.7136752136752137
1019,affutage lyonnais,abd affutage,0.8493150684931506
1020,affutage rectification mecanique,abd affutage,0.6267281105990783
1021,affutage service ryo,ab engineering mechanical service division limited,0.8197389885807503
1022,affuteuse diffusion,adit  agence pour la diffusion,0.7314814814814815
1023,afhsh,afhsh,1.0
1024,afi  pm belz,afi  pm belz,1.0
1025,afi flight inspection gmbh,afi  pm belz,0.7840909090909091
1026,afi uplift limited,afi  pm belz,0.7551020408163265
1027,afi uplift ltd,afi  pm belz,0.7228306655433866
1028,afim,afim,1.0
1029,afis,afis,1.0
1030,afis gmbh  co kg,afis,1.0
1031,afly affutage lyonnais,abd affutage,0.7988880907018147
1032,afm,afm,1.0
1033,afm navattoni sa,afm,0.8608695652173913
1034,afm recyclage,afm,0.8448979591836735
1035,afmaãâ,afmaãâ,1.0
1036,afmg technologies gmbh,afmg technologies gmbh,1.0
1037,afnet,afnet,1.0
1038,afnor,afnor,1.0
1039,afnor  association,afnor,1.0
1040,afnor certification,afnor,0.8711656441717791
1041,afnor competences,afnor,0.8656716417910448
1042,afnum,afnum,1.0
1043,afometra,afometra,1.0
1044,afos,afos,1.0
1045,afotan,afotan,1.0
1046,afotek gmbh,afotek gmbh,1.0
1047,afp,afp,1.0
1048,afpa,afpa,1.0
1049,afpa entreprises,afpa,0.5610687022900763
1050,afpa midi pyrenees,adefim midi pyrenees,0.5917667238421956
1051,afpa midipyrenees,afpa,0.5685354776263867
1052,afpi,afpi,1.0
1053,afpi 8002,afpi,0.9216182048040455
1054,afpi charente maritime,afpi,0.9048349961627015
1055,afpi lr,afpi,0.9142689371697005
1056,afpi midi pyrenees,afpi,0.6155410903173312
1057,afpi midipyrenees,afpi,0.7547935103244838
1058,afpi pays de la loire,afpi,0.7487966995186798
1059,afpi pays de loire,afpi,0.7275922671353251
1060,afpi provence,afpi,0.9336626676076217
1061,afpw prãfwerkstatt koellner,afpw prãfwerkstatt koellner,1.0
1062,afpw pruefwerkstatt koellner,afpw prãfwerkstatt koellner,0.8032786885245902
1063,afr event furnishings,afr event furnishings,1.0
1064,afrika verein veranstaltungs gmbh,afrika verein veranstaltungs gmbh,1.0
1065,afrikaverein ev,afrikaverein ev,1.0
1066,afrolynk gug,afrolynk gug,1.0
1067,afs,afs,1.0
1068,afs fittings service achim,ab engineering mechanical service division limited,0.7773722627737226
1069,afs ground support services ltd,afs,0.6685552407932012
1070,afs rotel ltd,afs,0.8789808917197452
1071,afsm,afsm,1.0
1072,afso,afso,1.0
1073,afso  agent fabrique sud ouest,abmi grand ouest,0.4722829581993569
1074,afso ea,afso,0.7804511278195488
1075,aft automation gmbh,abb automation,0.8257756563245824
1076,aft gmbh  co kg,aft automation gmbh,1.0
1077,aft isteli,aft automation gmbh,0.8376237623762376
1078,aftcpzie,aftcpzie,1.0
1079,afte  association francaise,afa association francaise,0.8609467455621301
1080,afte association francaise tresorie,afa association francaise,0.8095238095238095
1081,after print,a print,0.8202764976958525
1082,aftpva ass fr technicien,aftpva ass fr technicien,1.0
1083,aftral,aftral,1.0
1084,afw group,afw group,1.0
1085,agap,agap,1.0
1086,agap 2 hiq consulting,agap,0.5076923076923077
1087,agapei,agapei,1.0
1088,agapei clermont capelas,agapei,0.632286995515695
1089,agar scientific ltd,agar scientific ltd,1.0
1090,agb mecanique de precision,affutage de precision de normandie,0.4792482380579483
1091,agc,agc,1.0
1092,agd environnement,agd environnement,1.0
1093,agelec,agelec,1.0
1094,agelia,agelia,1.0
1095,agence 3ms,acsia  agence comptable des,0.9741176470588235
1096,agence aquabellec idf1,acsia  agence comptable des,0.94252261841405
1097,agence bilis traduction,acsia  agence comptable des,0.8591102744476369
1098,agence chine tourisme,acsia  agence comptable des,0.8999201490550972
1099,agence comptable du palais de la,acsia  agence comptable des,0.5413212798035838
1100,agence de developpement economique,acsia  agence comptable des,0.8895027624309392
1101,agence de leau adourgaronne,acsia  agence comptable des,0.8973553286200576
1102,agence de leau artois picardi,acsia  agence comptable des,0.8338368580060423
1103,agence de leau loirebretagne,acsia  agence comptable des,0.8790579756362014
1104,agence france presse  afp,acsia  agence comptable des,0.7894231538523081
1105,agence francepresse,acsia  agence comptable des,0.9721985815602837
1106,agence kas editions,acsia  agence comptable des,0.9495412844036697
1107,agence n9,acsia  agence comptable des,0.9757575757575757
1108,agence nationale des frequences,acsia  agence comptable des,0.8795180722891566
1109,agence pour la protection des programmes app,acsia  agence comptable des,0.703495221265842
1110,agence pour la valorisation de la,acsia  agence comptable des,0.7912956130353315
1111,agence reuter,acsia  agence comptable des,0.9733333333333334
1112,agence sarec,acsia  agence comptable des,0.9729496402877698
1113,agence step by step,acsia  agence comptable des,0.8535491905354919
1114,agence verywell,acsia  agence comptable des,0.9741176470588235
1115,agencia de certificacion en innovac,agencia de certificacion en innovac,1.0
1116,agencia efe,agencia de certificacion en innovac,0.8436482084690554
1117,agencia efe sa,agencia de certificacion en innovac,0.8254624439461883
1118,agencia estatal consejo superi,agencia de certificacion en innovac,0.6394849785407726
1119,agencia estatal consejo superior de investigaciones cientificas,agencia de certificacion en innovac,0.49708217411956296
1120,agencia estatal de meteorologia,agencia de certificacion en innovac,0.6977861075319198
1121,agency group,agency group,1.0
1122,agency group ag,agency group,1.0
1123,agenium,agenium,1.0
1124,agenium informatique  systemes,actidyn systemes,0.4738544390051485
1125,agent fabrique sud ouest,abmi grand ouest,0.5409598514449464
1126,agent3d ev,agent3d ev,1.0
1127,agentur,agentur,1.0
1128,agentur fãr arbeit,aba ev arbeitsgemeinschaft fãr,0.491795764964708
1129,agentur fuer arbeit,agentur fãr arbeit,0.5404371497960285
1130,agentur fuer arbeit ingolstadt,agentur fãr arbeit,0.500023539381385
1131,agentur fuer informatik gmbh,agentur,0.7009735744089013
1132,agentur junges herz,agentur,0.6952595936794583
1133,agentur junges herz  sk schulkurier gmbh,agentur,0.6511098463289698
1134,agentur mediafusion,agentur,0.9194029850746268
1135,ageo geometres experts sas,ageo geometres experts sas,1.0
1136,agerul industrias quimicas s.l,ab servicios selecta espaãâa s.l,0.6492890995260664
1137,agerul industrias quimicas sl,agerul industrias quimicas s.l,1.0
1138,agf,agf,1.0
1139,agfa graphics nv,advionics nv,0.6774193548387096
1140,agfa graphics nv zn deutschland,aebi schmidt deutschland gmbh,0.5792100694444444
1141,aggreko,aggreko,1.0
1142,aggreko iberia sa,aggreko iberia sa,0.6473214285714285
1143,agh gerfahrgutseminare,agh gerfahrgutseminare,1.0
1144,agh gerfahrgutseminare luftverkehr,agh gerfahrgutseminare,0.8499525166191833
1145,agh system,abl system,0.616
1146,agi,agi,1.0
1147,agi ottobrunn,agi,0.592274678111588
1148,agi sk,agi,0.5145204541564444
1149,agi uk,agi,1.0
1150,agicom,agicom,1.0
1151,agicom sas,agicom,1.0
1152,agie charmilles gmbh,agie charmilles gmbh,1.0
1153,agifors treasurer,agifors treasurer,1.0
1154,agilcom sarl,agilcom sarl,1.0
1155,agile maker france,agile maker france,1.0
1156,agilea,agilea,1.0
1157,agilea conseil,ab conseil,0.7446808510638298
1158,agilea formation,a2com formation,0.7995263685217233
1159,agilent technologies,agilent technologies,1.0
1160,agilent technologies france,agilent technologies,1.0
1161,agilent technologies sales,agilent technologies,0.5732679337829553
1162,agilent technologies sales  services gmbh  co kg,agilent technologies,0.5800176126811305
1163,agilent technologies spain sl,accorinvest spain sa,0.7808026584867075
1164,agilergo consulting,agilergo consulting,1.0
1165,agilergo consulting gmbh,agilergo consulting,1.0
1166,agiliad technologies private,a.t stationers private limited,0.9459954233409611
1167,agilios personal gmbh,agilios personal gmbh,1.0
1168,agility logistics gmbh,aar defense systems  logistics uk,0.6857142857142856
1169,agility spain sa,accorinvest spain sa,0.7985869758238412
1170,agility spain sa,accorinvest spain sa,0.7985869758238412
1171,agiltech,agiltech,1.0
1172,aginnovations,aginnovations,1.0
1173,agio trabajo temporal sa,adecco tt sa empresa de trabajo,0.662125340599455
1174,agip,agip,1.0
1175,agir soigner eduquer inserer,agir soigner eduquer inserer,1.0
1176,agiroute,agiroute,1.0
1177,agite,agite,1.0
1178,agk hochleistungswerkstoffe gmbh,agk hochleistungswerkstoffe gmbh,1.0
1179,agl atlantique,aai  atlantique automatismes incendie,0.955719557195572
1180,aglo,aglo,1.0
1181,agmp,agmp,1.0
1182,agn niederberghaus  partner gmbh,aãfalg gaspard partner,0.7809330628803245
1183,agnes mentil,agnes mentil,1.0
1184,ago ag energie anlagen,ago ag energie anlagen,1.0
1185,agomo services,agomo services,1.0
1186,agora akademie goitzsche,agora akademie goitzsche,1.0
1187,agora akademie goitzsche gmbh,agora akademie goitzsche,1.0
1188,agora clubs,agora akademie goitzsche,0.9130434782608695
1189,agora consult,agora akademie goitzsche,0.5832179451675437
1190,agora vita,agora akademie goitzsche,0.9036885245901639
1191,agora voyages  wagram energie,agora akademie goitzsche,0.4706725172382913
1192,agoranet,agoranet,1.0
1193,agorize,agorize,1.0
1194,agorize sas,agorize,1.0
1195,agp abrasifs,agp abrasifs,1.0
1196,agr  cst,agr  cst,1.0
1197,agriaindustriepark gmbh,agriaindustriepark gmbh,1.0
1198,agrimarkt versand gmbh,agrimarkt versand gmbh,1.0
1199,agro landschafts  tiefbau,agro landschafts  tiefbau,1.0
1200,agro landschafts  tiefbau gmbh,agro landschafts  tiefbau,1.0
1201,agrolab labor gmbh,agrolab labor gmbh,1.0
1202,agrotop gmbh,agrotop gmbh,1.0
1203,agrupacion local de taxis,agrupacion local de taxis,1.0
1204,ags four winds india,adp india private limited,0.7105263157894737
1205,ags werbung,ags four winds india,0.7808988764044944
1206,agse,agse,1.0
1207,agsschuettguttechnik gmbhcokg,agsschuettguttechnik gmbhcokg,1.0
1208,agsstellantriebe gmbh,agsstellantriebe gmbh,1.0
1209,agt  aktiengesellschaft fãr telekommunikation,aba ev arbeitsgemeinschaft fãr,0.6537530266343826
1210,agt  aktiengesellschaft fuer telekommunikation,agt  aktiengesellschaft fãr telekommunikation,1.0
1211,agt aktiengesellschaft fuer,agt  aktiengesellschaft fãr telekommunikation,1.0
1212,agt aktiengesellschaft fuer telekommunikation,agt  aktiengesellschaft fãr telekommunikation,1.0
1213,agt busvermietung  touristik gmbh,agt  aktiengesellschaft fãr telekommunikation,0.8060879368658399
1214,agtherm,agtherm,1.0
1215,agua y estructura sa,agua y estructura sa,1.0
1216,aguas de albacete sa,aguas de albacete sa,1.0
1217,aguas del puerto empresa munic,aguas del puerto empresa munic,0.3957108267035628
1218,aguas del puerto empresa municipal,adecco tt sa empresa de trabajo,0.35320550419065555
1219,aguiar quintana g,aguiar quintana g,1.0
1220,aguilera ingenieros sa,afc ingenieros sa,0.8894472361809045
1221,aguirre newman madrid sa,aguirre newman madrid sa,1.0
1222,aguirre newman valoraciones y,aguirre newman madrid sa,0.8421052631578948
1223,agustawestland spa,agustawestland spa,1.0
1224,agustin mejias lopez servicios,ab servicios selecta espaãâa s.l,0.7940751445086706
1225,agv nord,adezif nord,0.9209039548022598
1226,agwa,agwa,1.0
1227,ah  akademie fuer fortbildung heidelberg,ah  akademie fuer fortbildung heidelberg,1.0
1228,ah  das immobilienhaus gbr,at schmid gbr messeorganisation,0.4228546478193268
1229,ah akademie fuer fortbildung heidelberg,ah  akademie fuer fortbildung heidelberg,1.0
1230,ah china,ah  akademie fuer fortbildung heidelberg,0.7756410256410257
1231,ah freising schowalter gmbh u co,ah  akademie fuer fortbildung heidelberg,0.5278810408921932
1232,ah international services ireland,a mai international,0.6776734384909675
1233,aha anders hebezeuge  anschlag,aha anders hebezeuge  anschlag,1.0
1234,aha anders hebezeuge und anschlagmittel inh,aha anders hebezeuge  anschlag,0.7702127659574468
1235,aha labs inc,aha anders hebezeuge  anschlag,0.6206896551724137
1236,aha labs inc,aha anders hebezeuge  anschlag,0.6206896551724137
1237,ahc benelux bv,aan bv,0.9166666666666666
1238,ahc oberflaechentechnik gmbh,ahc benelux bv,0.7840909090909091
1239,ahd real estate gmbh  co kg,ahd real estate gmbh  co kg,1.0
1240,ahe inc,ahe inc,1.0
1241,aheon corp,a plus avionics corp,0.9407490217998882
1242,ahi 33,ahi 33,1.0
1243,ahi 33 service de sante au travail,ab engineering mechanical service division limited,0.6538907023270507
1244,ahi corporate housing,ahi corporate housing,0.5185185185185185
1245,ahis,ahis,1.0
1246,ahk,ahk,1.0
1247,ahlborn mess  regelungstechnik,ahlborn mess  regelungstechnik,1.0
1248,ahlborn mess und regelungs,ahlborn mess  regelungstechnik,0.8141592920353983
1249,ahlers  vogel,ahlers  vogel,1.0
1250,ahlhorn georg spedition,ahlhorn georg spedition,1.0
1251,ahmerkamp karl vechta gmbh  co kg,ahmerkamp karl vechta gmbh  co kg,1.0
1252,ahmetallverarbeitung gmbh,ahmetallverarbeitung gmbh,1.0
1253,ahnefeld moebellogistik gmbh,ahnefeld moebellogistik gmbh,1.0
1254,ahp,ahp,1.0
1255,ahp gesellschaft fãâ¼r informationsverarbeitung mbh,ahp,0.43769539973202326
1256,ahp gesellschaft fuer,aeb  gesellschaft zur entwicklung von branchenso,0.609375
1257,ahp gmbh,ahp,1.0
1258,ahp merkle gmbh,ahp,0.9097127222982216
1259,ahrens absaugtechnik aat,ahrens absaugtechnik aat,0.6222222222222222
1260,ahrens herrmann consulting,ahrens absaugtechnik aat,0.6363636363636364
1261,ahrens herrmann consulting gmbh,ahrens absaugtechnik aat,0.6428423020984833
1262,ahs gmbh,ahs gmbh,1.0
1263,ahs international,a mai international,0.8821174951581665
1264,ahsab ev,ahsab ev,1.0
1265,ahts,ahts,1.0
1266,ai project,ai project,1.0
1267,ai3,ai3,1.0
1268,aia,aia,1.0
1269,aia cuers pierrefeu,aia,0.7016574585635359
1270,aiaa american institute of,aapa  association of asia pacific,0.5387303436225975
1271,aib gmbh,aib gmbh,1.0
1272,aic chile spa,agustawestland spa,0.8061309030654515
1273,aic rotoplas spa,agustawestland spa,0.7518561293515922
1274,aicas gmbh,aicas gmbh,1.0
1275,aicia,aicia,1.0
1276,aicon,aicon,1.0
1277,aicon 3d systems,aicon,0.6065573770491803
1278,aicon 3d systems gmbh,aicon,0.6267427122940431
1279,aics protection,agence pour la protection des programmes app,0.7577319587628866
1280,aics protection sarl,agence pour la protection des programmes app,0.7516387472687546
1281,aid technische dokumentationen,aid technische dokumentationen,1.0
1282,aida,aida,1.0
1283,aida assodes industriels,aida,0.5716395864106353
1284,aida assodes industriels,aida,0.5716395864106353
1285,aidelsburger,aidelsburger,1.0
1286,aidimme,aidimme,1.0
1287,aido gmbh,aido gmbh,1.0
1288,aig europe,aapg europe trading ltd,0.9337349397590361
1289,aig insurance company china limited,a latter company ltd,0.5725811625628638
1290,aigle azur,aigle azur,1.0
1291,aigner kaffeetechnik,aigner kaffeetechnik,1.0
1292,aigner georg,ahlhorn georg spedition,0.5140845070422535
1293,aigorinterlingua,aigorinterlingua,1.0
1294,aih,aih,1.0
1295,aiic conference interpreter,aiic conference interpreter,1.0
1296,ailb,ailb,1.0
1297,ailbibfa,ailbibfa,1.0
1298,aile medicale,aile medicale,1.0
1299,ailipu technology co ltd,ailipu technology co ltd,1.0
1300,aill,aill,1.0
1301,ailtar engineering gmbh,ailtar engineering gmbh,1.0
1302,aim,aim,1.0
1303,aim altitude,aim,0.875
1304,aim altitude uk ltd,aim,0.8911265519990886
1305,aim composites ltd,aim,0.8066194703909754
1306,aim composites ltd,aim,0.8066194703909754
1307,aim design co limited,aim,0.6964457252641689
1308,aim design co ltd,aim,0.6577736890524379
1309,aim design ltd,aim,0.6414592896834984
1310,aim engineering ltd,aim,1.0
1311,aim gesellschaft fuer angewandte,aim,0.7272667177732594
1312,aim gesellschaft fuer angewandte informatik,aim,0.7383288866864258
1313,aim gmbh,aim,1.0
1314,aim gmbh  gesellschaft fãr angewandte informatik,aim,0.6303199232647987
1315,aim gmbh  gesellschaft fuer angewandte informatik,aim,0.7495276086500104
1316,aim group international,aim,0.6133069273554694
1317,aim infrarotmodule gmbh,aim,0.9816440542697525
1318,aim mãnchen vertriebs gmbh,aim,0.8687805635333384
1319,aim muenchen vertriebs gmbh,aim,0.8206652038006367
1320,aim outsourcing consultants private,aim,0.6760537975461133
1321,aim uk,aim,1.0
1322,aimen,aimen,1.0
1323,aimen  asociacion de investigacion metalurgica de,aimen  asociacion de investigacion metalurgica de,0.6570605187319885
1324,aimess products gmbh,abb automation products gmbh,0.8726840855106889
1325,aimess services gmbh,aimess products gmbh,1.0
1326,aimgesellschaft f,a2f advanced advisor for the f,0.9692307692307691
1327,aimme,aimme,1.0
1328,aimms bv,aan bv,0.9680493273542601
1329,aimplas,aimplas,1.0
1330,aimplas  instituto tecnologico,aimplas,0.6405529953917051
1331,aimt sgi sas,aimt sgi sas,1.0
1332,ain publicationsbusiness jet traveler,acqua jet,0.5258620689655172
1333,ain surfatec,ain publicationsbusiness jet traveler,0.8474226804123711
1334,aio,aio,1.0
1335,aip,aip,1.0
1336,aip consulting muenchen gmbh,aera verlag muenchen gmbh,0.5064516129032258
1337,aip sintex np group,aip,0.7791411042944785
1338,aippi  deutsche landesgruppe der aippi,aippi  deutsche landesgruppe der aippi,0.8198757763975154
1339,aipssie,aipssie,1.0
1340,ais,ais,1.0
1341,ais group  talent development,ais,0.5460385438972163
1342,ais group talent development sl,ais,0.549061224489796
1343,ais management,aachen technical and management,0.7670670963961324
1344,ais management gmbh,aachen technical and management,0.7322152658383884
1345,aisac inc,aisac inc,1.0
1346,aisci ident systeme gmbh,aisci ident systeme gmbh,1.0
1347,aislamientos suaval,aislamientos suaval,1.0
1348,aismt 13,aismt 13,1.0
1349,aisp metra,aisp metra,1.0
1350,ait austrian institute of,aapa  association of asia pacific,0.8078098178716789
1351,aitex,aitex,1.0
1352,aitiip,aitiip,1.0
1353,aix marseille universite,aix marseille universite,1.0
1354,aixcellence gmbh,aixcellence gmbh,1.0
1355,aj domaines sas,aj domaines sas,1.0
1356,aj field electrical and mechanical,aj domaines sas,0.4053336716569399
1357,aj field electrical ltd,aj domaines sas,0.5270790174607873
1358,aj fromm praezisionsmaschinen gmbh,aj domaines sas,0.8285714285714286
1359,aj produkte,aj domaines sas,0.915929203539823
1360,aj service,ab engineering mechanical service division limited,0.8609271523178809
1361,ajjk consulting limited,ajjk consulting limited,1.0
1362,ajlevin company inc,a latter company ltd,0.9638297872340426
1363,ajpae,ajpae,1.0
1364,ajs contracting,ajs contracting,1.0
1365,aju incentive,aju incentive,1.0
1366,ajuva safety,abtech safety limited,0.8851674641148325
1367,ajva  umzugs  transportlogistik gmbh,ajva  umzugs  transportlogistik gmbh,1.0
1368,ajw group,ajw group,1.0
1369,ajw technique inc,ajw group,0.6448598130841121
1370,ak,ak,1.0
1371,ak produktionstechnik,ak,0.837708830548926
1372,ak schweisstechnik gmbh,ak,0.8255083179297596
1373,aka performance,aka performance,1.0
1374,akademie aktiv gmbh,akademie aktiv gmbh,1.0
1375,akademie der bayerischen presse ev,aippi  deutsche landesgruppe der aippi,0.8397336636729636
1376,akademie der deutschen medien,aippi  deutsche landesgruppe der aippi,0.7808139534883721
1377,akademie der deutschen medien ggmbh,aippi  deutsche landesgruppe der aippi,0.7086708864108768
1378,akademie f fuehrungskraefte,a2f advanced advisor for the f,0.916583912611718
1379,akademie f internat rechnungs,a2f advanced advisor for the f,0.8004494382022472
1380,akademie f internat rechnungs,a2f advanced advisor for the f,0.8004494382022472
1381,akademie f internat rechnungs,a2f advanced advisor for the f,0.8004494382022472
1382,akademie f sekretariat und,a2f advanced advisor for the f,0.8911290322580645
1383,akademie fãâ¼r lasersicherheit berlin,ãârztekammer berlin,0.5444959726629242
1384,akademie fãr fãhrungskrãfte,aba ev arbeitsgemeinschaft fãr,0.9579939991427346
1385,akademie fãr lasersicherheit,aba ev arbeitsgemeinschaft fãr,0.8935226648946928
1386,akademie fãr sekretariat und bãromanagement,aba ev arbeitsgemeinschaft fãr,0.8626089764288021
1387,akademie fuer fuehrungskraefte,akademie f fuehrungskraefte,1.0
1388,akademie fuer innovatives management,aachen technical and management,0.9713603818615751
1389,akademie fuer internationale rechnungslegung,akademie fuer internationale rechnungslegung,1.0
1390,akademie fuer lasersicherheit,akademie fãâ¼r lasersicherheit berlin,1.0
1391,akademie fuer publizistik,akademie fuer publizistik,1.0
1392,akademie fuer sekretariat und bueromanagement,akademie f sekretariat und,0.7804511278195488
1393,akademie fuer sicherheit,akademie fuer sicherheit,1.0
1394,akademie fuer sozialmedizin berlin,ãârztekammer berlin,0.9036885245901639
1395,akademie fuer wissenschaft,akademie fuer wissenschaft,1.0
1396,akademie fur die deutsche wirtschaft gmbh,akademie fur die deutsche wirtschaft gmbh,0.6148648648648649
1397,akademie schoenbrunn,akademie schoenbrunn,1.0
1398,akademiehotel rastede,akademiehotel rastede,1.0
1399,akaflieg muenchen e.v,aera verlag muenchen gmbh,0.6159055267785012
1400,akajoule,akajoule,1.0
1401,akamai technologies sarl,akamai technologies sarl,1.0
1402,akappstemmann bv,aan bv,0.96875
1403,akbevent gmbh  cokg,active blue gmbh  cokg,0.9373246024321796
1404,akcaktenvernichtung,akcaktenvernichtung,1.0
1405,akeo plus,a plus,0.8873239436619719
1406,akerman senterfitt,akerman senterfitt,1.0
1407,akeros,akeros,1.0
1408,akheros,akheros,1.0
1409,akheros sas,akheros,1.0
1410,aki gmbh,aki gmbh,1.0
1411,akiani,akiani,1.0
1412,akidoor automatisme,akidoor automatisme,1.0
1413,akif bektasevic gebaeudereinigung,akif bektasevic gebaeudereinigung,1.0
1414,akin gump strauss hauer  feld llp,aaron  partners llp,0.7659574468085106
1415,akira mecaturbines,akira mecaturbines,1.0
1416,akisteel,akisteel,1.0
1417,akk id,activium id,0.7577319587628866
1418,akka,akka,1.0
1419,akka consulting,akka,1.0
1420,akka development uk,akka,0.8429463435284158
1421,akka development uk limited,akka,0.876420125202875
1422,akka documentaire,akka,0.9478021978021978
1423,akka germany gmbh,akka,0.7314487632508834
1424,akka group,akka,1.0
1425,akka group north america inc,akka,0.9493670886075949
1426,akka group north america inc,akka,0.9493670886075949
1427,akka groupe amerique du nord inc,akka,0.5659418742498655
1428,akka high tech,akka,0.8598726114649682
1429,akka is,akka,0.9467347683327253
1430,akka is  groupe akka technologies,akka,0.8713824665361621
1431,akka informatique  systemes,akka,0.72895371643709
1432,akka informatique et systemes,akka,0.7481895534438855
1433,akka ing doc,akka,0.7270408163265306
1434,akka ingãânierie documentaire,akka,0.9423382005374429
1435,akka ingenierie documentaire,akka,0.8311930230589032
1436,akka ingenierie mecanique,akka,0.7413707814785421
1437,akka ingenierie produit,akka,0.8395429706905118
1438,akka middle east,akka,0.8974358974358975
1439,akka middle east dmcc,akka,0.892041406479192
1440,akka middle east fzco,akka,0.892041406479192
1441,akka octogon gmbh,akka,0.9819734345351043
1442,akka technologie,akka,0.8974358974358975
1443,akka technologies,akka,1.0
1444,akka technologies beijing co ltd,akka,0.9682893008319954
1445,akka technologies spain,akka,0.7297830374753452
1446,akkey,akkey,1.0
1447,akkhrutha technocrats ltd,akkhrutha technocrats ltd,1.0
1448,akku power gmbh,a.b fluid power ltd,0.7427184466019418
1449,akku sys akkumulator und batterietechnik,akku power gmbh,0.7705677867902665
1450,akku und batteriehandel oliver,akku power gmbh,0.6552330694810906
1451,akku und batteriehandel oliver heib,akku power gmbh,0.6126072802604321
1452,akkuhandel  reparatur,akkuhandel  reparatur,1.0
1453,akkuline,akkuline,1.0
1454,akkuplusde,akkuplusde,1.0
1455,akkushop de,akkushop de,1.0
1456,akmtore gmbh,akmtore gmbh,1.0
1457,ako armaturen  separations gmbh,ako armaturen  separations gmbh,1.0
1458,ako reinigungsbetriebe,ako armaturen  separations gmbh,0.7604166666666666
1459,akon werkzeuge gmbh  co kg,akon werkzeuge gmbh  co kg,1.0
1460,akracing e.k,akracing e.k,1.0
1461,akrobit software gmbh,activestate software,0.9673672566371682
1462,aksmesstechnik gmbh,aksmesstechnik gmbh,1.0
1463,akteos,akteos,1.0
1464,aktor interactive,aktor interactive,1.0
1465,aktor interactive sa,aktor interactive,1.0
1466,aktors o,absolvent pl sp z.o o,0.8553191489361702
1467,akts ag,akts ag,1.0
1468,akustikbãro oldenburg,akustikbãro oldenburg,1.0
1469,akustike,akustike,1.0
1470,akvola technologies gmbh,akvola technologies gmbh,1.0
1471,akzent hotel,ao hotel and hostel,0.9108378170637971
1472,akzent hotel roter lwe,ao hotel and hostel,0.8556983389845926
1473,akzent hotel schroeder,ao hotel and hostel,0.8742036736843192
1474,akzent hotel zur einkehr,ao hotel and hostel,0.7863463088473102
1475,akzente kommunikation,akzente kommunikation,1.0
1476,akzente kommunikation und beratung gmbh,akzente kommunikation,0.6181818181818182
1477,akzo nobel,akzo nobel,1.0
1478,akzo nobel car refinishes bv,aan bv,0.8164897221594759
1479,al ain frames,al ain frames,0.5853658536585367
1480,al andalus sxxi sl,al ain frames,0.8618246235606731
1481,al industrie,acrodur industrie,0.6752703174049529
1482,al peasley photographer,al ain frames,0.8513513513513513
1483,al saad rent a car co,al ain frames,0.3866010166497816
1484,al tamimi  company,a latter company ltd,0.6467065868263473
1485,al technology,al ain frames,1.0
1486,alabama camellia society llc,alabama camellia society llc,1.0
1487,alabama hotels master tenant llc,alabama camellia society llc,0.5885286783042395
1488,alabama industrial development,abbey industrial solutions ltd,0.499639562460169
1489,alabama industrial products llc,abbey industrial solutions ltd,0.42828385068097513
1490,alabama kidney foundation inc,alabama camellia society llc,0.6662828691457912
1491,alabama pals,alabama camellia society llc,0.9269102990033222
1492,alabama power company,a latter company ltd,0.45970807623194965
1493,alabama scale  instrument inc,alabama camellia society llc,0.8105263157894737
1494,alabama state society,alabama camellia society llc,0.9134751773049645
