,Raw name,Mapped name,Score
3964,athos gmbh,athos gmbh,1.0
3965,ati europeallegheny techn sas,ati europeallegheny techn sas,1.0
3966,ati flat rolled products gmbh,abb automation products gmbh,0.488572240006593
3967,ati interco,ati europeallegheny techn sas,0.8974358974358975
3968,ati pacific cast technologies,aapa  association of asia pacific,0.5125471330126121
3969,ati stellram sas,ati europeallegheny techn sas,0.8910891089108911
3970,atic,atic,1.0
3971,atics gmbh itberatung,atics gmbh itberatung,1.0
3972,atics it beratung,advance it solutions ltd,0.7644995435106434
3973,atid consulting sportonus,atid consulting sportonus,1.0
3974,atil cobra sa,atil cobra sa,1.0
3975,atimic,atimic,1.0
3976,atis sa,atis sa,1.0
3977,atisae de castilla y leon sa,atisae de castilla y leon sa,1.0
3978,atisreal expertise,atisreal expertise,1.0
3979,atiss,atiss,1.0
3980,atix informationstechnologie und,atix informationstechnologie und,1.0
3981,atk space systems inc,antwerp space,0.925984251968504
3982,atkins ltd,atkins ltd,1.0
3983,atlanta antriebssysteme,atlanta antriebssysteme,1.0
3984,atlantic,atlantic,1.0
3985,atlantic bureau sarl,atlantic,0.8543161019045263
3986,atlantic casting and engineering,atlantic,0.9187500000000001
3987,atlantic council of the,aapa  association of asia pacific,0.5461019390286187
3988,atlantic council of us,aapa  association of asia pacific,0.5881285465390137
3989,atlantic garage,atlantic,0.95625
3990,atlantic hotel,ao hotel and hostel,0.6646499060150376
3991,atlantic hotel airport,ao hotel and hostel,0.6132231404958678
3992,atlantic hotel universum gmbh,ao hotel and hostel,0.6061795944641132
3993,atlantic joint,atlantic,0.9552147239263804
3994,atlantic metal,atlantic,0.7258553262023776
3995,atlantic microwave ltd,atlantic,0.8843175749003158
3996,atlantic models inc,atlantic,0.9604026845637584
3997,atlantic ressorts industriels,atlantic,0.8488336641425612
3998,atlantic skyline,atlantic,0.9573248407643312
3999,atlantic sols et murs,atlantic,0.9269102990033222
4000,atlantic sun control inc,atlantic,0.6232481450948063
4001,atlantic video corporation,atlantic,0.6096035622805529
4002,atlantik network,ads b network,0.867237687366167
4003,atlantikbrãcke ev,atlantikbrãcke ev,1.0
4004,atlantikbruecke ev,atlantikbruecke ev,1.0
4005,atlantikbruecke ev,atlantikbruecke ev,1.0
4006,atlantiq chaudron tuyauterie industrie,acrodur industrie,0.9156560088202866
4007,atlantique automatisme incendie,aai  atlantique automatismes incendie,0.8171782851958264
4008,atlantique automatismes incendie,aai  atlantique automatismes incendie,1.0
4009,atlantique berlines,aai  atlantique automatismes incendie,0.9517543859649122
4010,atlantique boissons nantes,aai  atlantique automatismes incendie,0.6796492197904364
4011,atlantique ouvertures,aai  atlantique automatismes incendie,0.952846975088968
4012,atlantique stade rochelais,aai  atlantique automatismes incendie,0.7864289704911371
4013,atlas,atlas,1.0
4014,atlas adecco,atlas,0.7161336790550273
4015,atlas composites,atlas,0.7937517153050956
4016,atlas copco,atlas,0.7378009108653221
4017,atlas copco shanghai trading,atlas,0.6232953862427514
4018,atlas copco applications ind,atlas,0.7381966192987646
4019,atlas copco compresseurs,atlas,0.7559049074849858
4020,atlas copco compressors ltd,atlas,0.7597620118994051
4021,atlas copco france  compresse,atlas,0.7604835099238919
4022,atlas copco kompressoren gmbh,atlas,0.7632402942927945
4023,atlas copco ltd,atlas,0.7480356207438449
4024,atlas copco sae,atlas,0.734945959855893
4025,atlas copco tools  assembly systems llc,atlas,0.6216990046352437
4026,atlas copco tools central europe gmbh,atlas,0.5352687279095393
4027,atlas copco tools centre,atlas,0.7004977879508097
4028,atlas copco usa holdings inc dba,atlas,0.5779686166886164
4029,atlas electric llc,atlas,0.9139305404361414
4030,atlas elektronik gmbh,atlas,0.9385419258522021
4031,atlas maschinen gmbh,atlas,0.9607843137254902
4032,atlas restaurant betriebe gmbh,atlas,0.8921005457515038
4033,atlas rfid solutions llc,atlas,0.9821989528795811
4034,atlas schuhfabrik gmbh  co kg,atlas,0.9837837837837838
4035,atlas servicios empresariales,atlas,0.7435810902022193
4036,atlas servicios empresariales sa,atlas,0.7637218363825564
4037,atlas servicios empresariales sa,atlas,0.7637218363825564
4038,atlas ward structures ltd,atlas,0.9657676348547718
4039,atlas weathering services group,atlas,0.9846153846153847
4040,atlas weyhausen,atlas,0.9767441860465116
4041,atlassian,atlassian,1.0
4042,atlassian pty ltd,advanced navigation pty ltd,0.7407975460122699
4043,atlassian software systems pty ltd,activestate software,0.6469634433962265
4044,atlet flurfoerderzeuge gmbh,atlet flurfoerderzeuge gmbh,1.0
4045,atllufttechnik,atllufttechnik,1.0
4046,atm,atm,1.0
4047,atm computersysteme gmbh,atm,0.9172932330827068
4048,atm gmbh,atm,1.0
4049,atm ingbãro,atm,0.7041800643086817
4050,atma performance,aka performance,0.6785714285714286
4051,atman manufacture,atman manufacture,1.0
4052,atmd bird  bird llp,aaron  partners llp,0.8012048192771084
4053,atmel corporation,aai corporation,0.8701923076923077
4054,atmel global sales ltd,a.r global services consultants,0.46570695145826846
4055,atmkonzept ug,atmkonzept ug,1.0
4056,atmo occitanie,arcesi occitanie,0.8555885262116716
4057,atmos,atmos,1.0
4058,atmos avocats,alerion societe d avocats,0.5643376541258299
4059,atmos sarl,atmos,1.0
4060,atmosphere,atmosphere,1.0
4061,atmosphere systemes et services,actidyn systemes,0.8295959097636453
4062,atmp,atmp,1.0
4063,atmpassante terno mecanique precis,affutage rectification mecanique,0.7735849056603774
4064,atol conseils et dveloppements,acti conseils,0.5968379446640316
4065,atoll,atoll,1.0
4066,atoll timyx sarl,atoll,0.7551020408163265
4067,atoms monaco,atoms monaco,1.0
4068,atos,atos,1.0
4069,atos ag,atos,1.0
4070,atos belgium,atos,0.9705882352941176
4071,atos consulting,atos,1.0
4072,atos formation,atos,0.6999297259311315
4073,atos infogerance,atos,0.9746835443037974
4074,atos information technolodgy,atos,0.7899950470529965
4075,atos information technology gmbh,atos,0.8105314960629921
4076,atos integration,atos,0.7628205128205129
4077,atos it services ltd,atos,0.7588174273858921
4078,atos it solutions and services gmbh,atos,0.8231116987247835
4079,atos it solutions and services inc,atos,0.8344351989057335
4080,atos luxembourg psf sa,atos,0.9587491683300067
4081,atos origin,atos,0.9136807817589576
4082,atos origin gmbh,atos,0.9199115044247786
4083,atos origin integration,atos,0.7352392790553138
4084,atos spain sa,atos,0.6907324780198077
4085,atos spain sa,atos,0.6907324780198077
4086,atos uk,atos,1.0
4087,atos worldline,atos,0.972972972972973
4088,atos worlwide,atos,0.9717548076923077
4089,atotech deutschland,aebi schmidt deutschland gmbh,0.9282622139764997
4090,atotech deutschland gmbh,aebi schmidt deutschland gmbh,0.9139631851927184
4091,atouteam,atouteam,1.0
4092,atouts coeur,atouts coeur,1.0
4093,atouts services,atouts coeur,1.0
4094,atp,atp,1.0
4095,atp messtechnik,atp,0.7705677867902665
4096,atp messtechnik gmbh,atp,0.7887840670859539
4097,atp muenchen planungs gmbh,atp,0.6111111111111112
4098,atp specials bv,aan bv,0.7829267149086476
4099,atpi corporate events,acf teambuilding and events,0.7216238608119303
4100,atplaupheim gbr,at schmid gbr messeorganisation,0.9561551433389545
4101,atr,atr,1.0
4102,atr gie,atr,0.8
4103,atr international inc,a mai international,0.8132780082987552
4104,atreus interim management gmbh,aachen technical and management,0.943580886586068
4105,atrioom sas,atrioom sas,1.0
4106,ats,ats,1.0
4107,ats 360 slu,ab servicos selecta espana slu,0.8349548868473384
4108,ats elektronik gmbh,ats,0.6850225790265931
4109,atsec information security gmbh,achilles information,0.5002206925049069
4110,att umweltsimulation gmbh,att,0.9201520912547528
4111,attel ingenierie satco,acc ingenierie,0.8486730660643704
4112,attendance france,attendance france,1.0
4113,attewell ltd,attewell ltd,1.0
4114,attinger bauelemente gmbh,apem bauelemente gmbh,0.68796992481203
4115,attocube systems ag,attocube systems ag,1.0
4116,attractsoft gmbh,attractsoft gmbh,1.0
4117,attree estates,attree estates,1.0
4118,attree estates limited,attree estates,1.0
4119,attt,attt,1.0
4120,attunity,attunity,1.0
4121,attunity uk ltd,attunity,1.0
4122,atu gmbh,atu gmbh,1.0
4123,atu logistik gmbh,ae logistik gmbh  co kg,0.6916088697860702
4124,atv s.r us ltd,atv s.r us ltd,0.5
4125,atv technologie gmbh,akka technologie,0.6170212765957446
4126,atx hardware gmbh west,additive gmbh  soft und hardware,0.6417910447761194
4127,atylec,atylec,1.0
4128,atys,atys,1.0
4129,atys concept,abg concept,0.6698024459078081
4130,atys consulting group,atys,1.0
4131,atztechnik herz laser gmbh  cokg,active blue gmbh  cokg,0.6101694915254238
4132,au forum du batiment,afci association francaise du,0.48296389569653186
4133,au pied de cochon,ahi 33 service de sante au travail,0.9048349961627015
4134,au pois gourmand,ahi 33 service de sante au travail,0.9113924050632911
4135,au quai restaurant gmbh,ahi 33 service de sante au travail,0.6892391947898164
4136,aub arbeitsgemeinschaft unab,aba arbeitsgemeinschaft fuer betrieb,0.864321608040201
4137,aub ev,aub arbeitsgemeinschaft unab,1.0
4138,aubele cadcam,aubele cadcam,1.0
4139,auberge des templiers,auberge des templiers,1.0
4140,auberge du jeu de paume,afci association francaise du,0.8741589278763275
4141,aubert  duval,aubert  duval,1.0
4142,aubert et duval,aubert  duval,1.0
4143,aubert et duval holding,aubert  duval,0.5867732157619179
4144,aubiplus gmbh,aubiplus gmbh,1.0
4145,aucon gmbh,aucon gmbh,1.0
4146,aucop,aucop,1.0
4147,aucotec,aucotec,1.0
4148,aucotec ag,aucotec,1.0
4149,audace,audace,1.0
4150,audea formacion,audea formacion,1.0
4151,audea formacion sl,audea formacion,1.0
4152,audea formacion sl,audea formacion,1.0
4153,audelco auditoria,alten soluciones productos auditoria e ingenieria sa,0.8526315789473684
4154,audencia competitions,audencia competitions,1.0
4155,audens telecommunications,audens telecommunications,1.0
4156,audensiel technologies,audensiel technologies,1.0
4157,audi,audi,1.0
4158,audi ag,audi,1.0
4159,audicon,audicon,1.0
4160,audicon gmbh,audicon,1.0
4161,audies sarl,audies sarl,1.0
4162,audin,audin,1.0
4163,audio  videoproduktionen mang,ae audio express gmbh  co kg,0.8974358974358975
4164,audio contact internacional sl,ae audio express gmbh  co kg,0.740653497997779
4165,audio contact international sl,a mai international,0.6523912847566428
4166,audio fidelity communications corp,ae audio express gmbh  co kg,0.4882117691868216
4167,audio television video service,ab engineering mechanical service division limited,0.6906265571486228
4168,audio visual innovations inc,ae audio express gmbh  co kg,0.7074693262538566
4169,audio visual machines limited,ae audio express gmbh  co kg,0.5788115151328109
4170,audion elektro gmbh,atechantriebstechnik f elektro,0.7525252525252526
4171,audiotec,audiotec,1.0
4172,audiotonsãd gmbh,audiotonsãd gmbh,1.0
4173,audiotonsued gmbh,audiotonsued gmbh,1.0
4174,audiovisual espanola 2000 sa,aself  asociacion espanola,0.7817296892549606
4175,auditel,auditel,1.0
4176,auditel ingenieria y servicios sl,ab servicios selecta espaãâa s.l,0.5560323083463228
4177,auditel ingenieria y servicios sl,ab servicios selecta espaãâa s.l,0.5560323083463228
4178,audity e.k,akracing e.k,0.7380952380952381
4179,auer gmbh,auer gmbh,1.0
4180,auer gruppe gmbh,auer gmbh,0.8269230769230769
4181,auer packaging gmbh,auer gmbh,0.5023562676720076
4182,auer paul gmbh,auer gmbh,0.8202764976958525
4183,auffarth medical gmbh  co kg,appel medical,0.8285714285714286
4184,augenarzt gerlach,augenarzt gerlach,1.0
4185,augenschule allgaeubodensee,augenschule allgaeubodensee,1.0
4186,augizeau transports exceptionn,altead augizeau,0.5573770491803278
4187,augsburg innovationspark gmbh,augsburg innovationspark gmbh,1.0
4188,augsburger allgemeine,augsburger allgemeine,0.5777777777777777
4189,augsburger federnfabrik gmbh,augsburger allgemeine,0.8730650154798761
4190,augsburger flughafen gmbh,augsburger allgemeine,0.6337511252683332
4191,augsburger localbahn gmbh,augsburger allgemeine,0.8693009118541033
4192,augsten andre,andre augsten,1.0
4193,augtual reality labs pvt ltd,a.l movers pvt ltd,0.5262699564586357
4194,augumenta ltd,augumenta ltd,1.0
4195,augure,augure,1.0
4196,augure sa,augure,1.0
4197,augure spain sl,accorinvest spain sa,0.8027795501674908
4198,august  debouzy,august  debouzy,1.0
4199,august  debouzy  paris,august  debouzy,0.6294080777647046
4200,august benefit,august  debouzy,0.9117305458768874
4201,august benefit limited,august  debouzy,0.9149361369363107
4202,august herzog gmbh  co kg,august  debouzy,0.959112657677251
4203,august kraemer gmbh,august  debouzy,0.9585492227979274
4204,august kuhfuss,august  debouzy,0.9538274605103281
4205,august mink kg,august  debouzy,0.9574468085106383
4206,august moessner gmbh  co kg,august  debouzy,0.9602649006622517
4207,august public inc,august  debouzy,0.9563758389261745
4208,august rãggeberg gmbh  co kg,august  debouzy,0.9602649006622517
4209,august spreng gmbh  co kg,august  debouzy,0.8942065491183879
4210,august spreng gmbh  co kg,august  debouzy,0.8942065491183879
4211,august spreng gmbh und co kg,august  debouzy,0.8884866821546274
4212,august weber gmbh,august  debouzy,0.9533386967015286
4213,augusta laborbedarf gmbh,augusta laborbedarf gmbh,1.0
4214,augustiner festhalle,augustiner festhalle,1.0
4215,augustiner klosterwirt,augustiner festhalle,0.7136752136752137
4216,augustinum gemeinnuetzige gmbh,augustinum gemeinnuetzige gmbh,1.0
4217,auletris sro,auletris sro,1.0
4218,aumueller aumatic gmbh,aumueller aumatic gmbh,1.0
4219,aumueller praezisionstechnik,aumueller aumatic gmbh,0.7659574468085105
4220,aumunder autohaus,aumunder autohaus,1.0
4221,aunis couverture,aunis couverture,1.0
4222,aunis production industrie,acrodur industrie,0.7679401905898458
4223,auprila auditores sl,auprila auditores sl,1.0
4224,aurednik gmbh,aurednik gmbh,1.0
4225,aurelis asset gmbh,asset panda llc,0.8222222222222222
4226,auriem,auriem,1.0
4227,auriem  association utilisateurs,auriem,0.6546091015169194
4228,aurlands ltd,aurlands ltd,1.0
4229,aurnhammer bedachungen gmbh,aurnhammer bedachungen gmbh,1.0
4230,aurock,aurock,1.0
4231,auron gmbh,auron gmbh,1.0
4232,aurora software and testing sl,activestate software,0.9033457249070631
4233,aurore arka,aurore arka,1.0
4234,aurore_1,aurore_1,1.0
4235,ausbilder akademie,ausbilder akademie,1.0
4236,ausbilderakademie gmbh,ausbilderakademie gmbh,1.0
4237,ausbildungszentrum kraftfahrer,ausbildungszentrum kraftfahrer,1.0
4238,ausbildungszentrum kraftfahrer stade gmbh,ausbildungszentrum kraftfahrer,0.5133324309691392
4239,aussendeichhof pegasus gmbh,aussendeichhof pegasus gmbh,1.0
4240,aussenwirtschafts akademie,aussenwirtschafts akademie,1.0
4241,aussenwirtschaftsakademie gmbh,aussenwirtschaftsakademie gmbh,1.0
4242,aussergewoenlich,aussergewoenlich,1.0
4243,austermeier gmbh  co,austermeier gmbh  co,1.0
4244,austin fraser,austin fraser,1.0
4245,australian academy of science,aapa  association of asia pacific,0.60718159281066
4246,australian financial markets association,aci financial markets association,0.525843948641325
4247,australian national university,aalboorg university,0.6217067903126364
4248,australis,australis,1.0
4249,austrian,ait austrian institute of,1.0
4250,austrian institut of technology,aapa  association of asia pacific,0.7579623230627232
4251,austrian institute for icing scienc,a2f advanced advisor for the f,0.6052903930308933
4252,austro control gmbh,acra control,0.9331619537275064
4253,auswaertiges amt,amt ag,0.9189189189189189
4254,auszeit event,afr event furnishings,0.8730650154798761
4255,autãânoma university,aalboorg university,0.9161676646706587
4256,autan des saveurs,autan des saveurs,1.0
4257,autem ges fuer automatisierung,autem ges fuer automatisierung,1.0
4258,autem gmbh gesellschaft fãr automatisierung,aba ev arbeitsgemeinschaft fãr,0.5232777880432045
4259,autenrieder brauereigasthof,autenrieder brauereigasthof,1.0
4260,authorities,authorities,1.0
4261,autisme gers,autisme gers,1.0
4262,auto  service pia gmbh,ab engineering mechanical service division limited,0.6971153846153846
4263,auto 44,auto  service pia gmbh,0.8632699619771863
4264,auto adas gbr,auto  service pia gmbh,0.6152075540791505
4265,auto bader kg,auto  service pia gmbh,0.9665192672141504
4266,auto bartosch gmbh,auto  service pia gmbh,0.9694555112881806
4267,auto bierschneider gmbh,auto  service pia gmbh,0.967741935483871
4268,auto grill gmbh  co kg,auto  service pia gmbh,0.9649661954517517
4269,auto josef fasold,auto  service pia gmbh,0.9398976982097188
4270,auto koenig gmbh  co kg,auto  service pia gmbh,0.963855421686747
4271,auto prado rengo sa,auto  service pia gmbh,0.9375
4272,auto rapp gmbh,auto  service pia gmbh,0.9627879503839338
4273,auto rasch gmbh  co kg,auto  service pia gmbh,0.9288990825688074
4274,auto rasch gmbh  co kg,auto  service pia gmbh,0.9288990825688074
4275,auto reichhardt,auto  service pia gmbh,0.9703504043126685
4276,auto schweiger gmbh,auto  service pia gmbh,0.96045197740113
4277,auto service laemmerer gmbh,ab engineering mechanical service division limited,0.6747971337730746
4278,auto siegl,auto  service pia gmbh,0.9669211195928753
4279,auto teile klein,auto  service pia gmbh,0.9344660194174758
4280,auto transporte turistico sl,auto  service pia gmbh,0.8837485172004745
4281,autobahndirektion suedbayern,autobahndirektion suedbayern,1.0
4282,autobus brettschneider,autobus brettschneider,1.0
4283,autobus brettschneider ohg,autobus brettschneider,0.556559255763786
4284,autobus de l etang,advanced electronics company l,0.6569803388153826
4285,autobus oberbayern gmbh,autobus brettschneider,0.8449197860962567
4286,autocares julia sl,autocares julia sl,1.0
4287,autocares m bosque,a and m portable inc,0.6262239629695566
4288,autocares rico,autocares julia sl,0.7537912578055308
4289,autocares rico sa,autocares julia sl,0.7357639541439579
4290,autocares sema sa,autocares julia sl,0.8546168958742633
4291,autocars alternative tourisme,autocars alternative tourisme,0.7241379310344827
4292,autocars chauchard,autocars alternative tourisme,0.9036885245901639
4293,autocars delion,autocars alternative tourisme,0.90625
4294,autocars dominique,autocars alternative tourisme,0.8988095238095238
4295,autocars sabardu,autocars alternative tourisme,0.8307692307692308
4296,autocenter schmolke gmbh  co kg,autocenter schmolke gmbh  co kg,1.0
4297,autocentrumrheinbach gmbh,autocentrumrheinbach gmbh,1.0
4298,autochim,autochim,1.0
4299,autoclave  industrial controls ltd,abbey industrial solutions ltd,0.8520748576078112
4300,autocrib inc,autocrib inc,1.0
4301,autodesk,autodesk,1.0
4302,autodesk france,autodesk,1.0
4303,autodesk gmbh,autodesk,1.0
4304,autodesk ltd,autodesk,1.0
4305,autodienst eineder gmbh,autodienst eineder gmbh,1.0
4306,autodistribution garonne,ad garonne cambus,0.7293577981651376
4307,autodromo limited,autodromo limited,1.0
4308,autoease,autoease,1.0
4309,autoease vehicle management ltd,aachen technical and management,0.856490787734749
4310,autoedicion y publicidad,autoedicion y publicidad,1.0
4311,autoflug gmbh,autoflug gmbh,1.0
4312,autoflug gmbh  co,autoflug gmbh,1.0
4313,autoform,autoform,1.0
4314,autoform engineering france,autoform,1.0
4315,autograph collection,ascend collection,0.717391304347826
4316,autohaus albrecht,albrecht catering,1.0
4317,autohaus allgaeu gmbh  co kg,allgaeu events gmbh  co kg,1.0
4318,autohaus am tannenkamp gmbh,alexander am zoo,0.9674418604651163
4319,autohaus anders gmbh,aha anders hebezeuge  anschlag,1.0
4320,autohaus andreas schall gmbh,andraszak andreas,0.9786407766990292
4321,autohaus astaller gmbh,autohaus astaller gmbh,1.0
4322,autohaus augsburg gmbh,augsburg innovationspark gmbh,1.0
4323,autohaus bacher gmbh,autohaus bacher gmbh,1.0
4324,autohaus bachmann gmbh,autohaus bachmann gmbh,1.0
4325,autohaus bartels gmbh,autohaus bartels gmbh,1.0
4326,autohaus biberach,autohaus biberach,1.0
4327,autohaus dulle,autohaus dulle,1.0
4328,autohaus ehingen gmbh,autohaus ehingen gmbh,1.0
4329,autohaus faust gmbh,autohaus faust gmbh,1.0
4330,autohaus feicht gmbh,autohaus feicht gmbh,1.0
4331,autohaus feldmann kg,autohaus feldmann kg,1.0
4332,autohaus fellner,autohaus fellner,1.0
4333,autohaus fiege gmbh  co kg,autohaus fiege gmbh  co kg,1.0
4334,autohaus filser gmbh,autohaus filser gmbh,1.0
4335,autohaus flebbe gmbh,autohaus flebbe gmbh,1.0
4336,autohaus freising schowalter gmbh,ah freising schowalter gmbh u co,1.0
4337,autohaus fricker gmbh  co kg,autohaus fricker gmbh  co kg,1.0
4338,autohaus fritz gmbh,autohaus fritz gmbh,1.0
4339,autohaus gser gmbh  co kg,autohaus gser gmbh  co kg,1.0
4340,autohaus haag,autohaus haag,1.0
4341,autohaus hahn  schmidt gmbh,aebi schmidt,0.7401276819797288
4342,autohaus happy motors gmbh,always happy co ltd,0.8123893805309734
4343,autohaus heermann und rhein gmbh,autohaus heermann und rhein gmbh,1.0
4344,autohaus heikendorf gmbh,autohaus heikendorf gmbh,1.0
4345,autohaus heinrich rosier gmbh  co,autohaus heinrich rosier gmbh  co,1.0
4346,autohaus herten gmbh,autohaus herten gmbh,1.0
4347,autohaus hofmann  wittmann gmbh,autohaus hofmann  wittmann gmbh,1.0
4348,autohaus hofmann und wittmann,autohaus hofmann  wittmann gmbh,1.0
4349,autohaus huber gmbh  cokg,active blue gmbh  cokg,0.8609713247774171
4350,autohaus humm gmbh,autohaus humm gmbh,1.0
4351,autohaus jfleischhauer gmbh  co,autohaus jfleischhauer gmbh  co,1.0
4352,autohaus jmueller gmbh,autohaus jmueller gmbh,1.0
4353,autohaus kahle  meckert kg,autohaus kahle  meckert kg,1.0
4354,autohaus karl vetter,ahmerkamp karl vechta gmbh  co kg,0.6035180299032541
4355,autohaus knaller gmbh  co kg,autohaus knaller gmbh  co kg,1.0
4356,autohaus kornprobst gmbh,autohaus kornprobst gmbh,1.0
4357,autohaus kreisser,autohaus kreisser,1.0
4358,autohaus kuever gmbh,autohaus kuever gmbh,1.0
4359,autohaus kuhn  witte gmbh  co kg,adolf witte,0.7808988764044944
4360,autohaus laage kronskamp gmbh,autohaus laage kronskamp gmbh,1.0
4361,autohaus langer gmbh  cokg,active blue gmbh  cokg,0.9429429429429429
4362,autohaus leonrodstrasse gmbh,autohaus leonrodstrasse gmbh,1.0
4363,autohaus lutz gmbh,autohaus lutz gmbh,1.0
4364,autohaus m stiglmayr gmbh,a and m portable inc,0.8252427184466019
4365,autohaus mãller gmbh  co kg,amk arnold mãller gmbh und co,1.0
4366,autohaus medele gmbh,autohaus medele gmbh,1.0
4367,autohaus mueller gmbh  co kg,abschlepp und mobilservice mueller,1.0
4368,autohaus nagel gmbh  co kg,autohaus nagel gmbh  co kg,1.0
4369,autohaus oskar bleicher ek,ao lieferservice ek,0.84
4370,autohaus piahowiak gmbh  co kg,autohaus piahowiak gmbh  co kg,1.0
4371,autohaus plaschka kg,autohaus plaschka kg,1.0
4372,autohaus prueller kg,autohaus prueller kg,1.0
4373,autohaus ralf major,autohaus ralf major,1.0
4374,autohaus range gmbh,autohaus range gmbh,1.0
4375,autohaus reisacher gmbh,autohaus reisacher gmbh,1.0
4376,autohaus reitmeier gmbh  co kg,autohaus reitmeier gmbh  co kg,1.0
4377,autohaus rhein bodensee,autohaus heermann und rhein gmbh,0.717391304347826
4378,autohaus riess gmbh,autohaus riess gmbh,1.0
4379,autohaus riess gmbh  co kg,autohaus riess gmbh,1.0
4380,autohaus rogg gmbh,autohaus rogg gmbh,1.0
4381,autohaus rudolf angerer,angerer  weimar gmbh,0.7450980392156863
4382,autohaus schãfer gmbh,autohaus schãfer gmbh,1.0
4383,autohaus schaefer gmbh,autohaus schaefer gmbh,1.0
4384,autohaus schlotter gmbh,autohaus schlotter gmbh,1.0
4385,autohaus schurr gmbh,autohaus schurr gmbh,1.0
4386,autohaus seitz gmbh,autohaus seitz gmbh,1.0
4387,autohaus steinhauser gmbh,autohaus steinhauser gmbh,1.0
4388,autohaus stiglmayr gmbh,autohaus m stiglmayr gmbh,1.0
4389,autohaus stotzem,autohaus stotzem,1.0
4390,autohaus tallarek gmbh  co kg,autohaus tallarek gmbh  co kg,1.0
4391,autohaus unterberger gmbh,autohaus unterberger gmbh,1.0
4392,autohaus utbremen schmidtkoch gmbh,autohaus utbremen schmidtkoch gmbh,1.0
4393,autohaus verfuerth,autohaus verfuerth,1.0
4394,autohaus voelcker  peters gmbh,autohaus voelcker  peters gmbh,1.0
4395,autohaus von der weppen gmbh,aippi  deutsche landesgruppe der aippi,0.7264771174863388
4396,autohaus waldow gmbh,autohaus waldow gmbh,1.0
4397,autohaus weeber gmbh,autohaus weeber gmbh,1.0
4398,autohaus weicker gmbh,autohaus weicker gmbh,1.0
4399,autohaus weingaertner miesbach,autohaus weingaertner miesbach,1.0
4400,autohaus werner gmbh,a werner gmbh,1.0
4401,autohaus widmannwinterholler gmbh,autohaus widmannwinterholler gmbh,1.0
4402,autohaus wildi,autohaus wildi,1.0
4403,autohaus wildi ohg,aalernhues hotel ohg,0.7036036036036035
4404,autohaus wilhelm mueller gmbh  co,abschlepp und mobilservice mueller,0.90625
4405,autohaus wolfgang mock,autohaus wolfgang mock,1.0
4406,autohaus zahrte gmbh,autohaus zahrte gmbh,1.0
4407,autohaus zanker gmbh  cokg,active blue gmbh  cokg,0.9429429429429429
4408,autolift gmbh,autolift gmbh,1.0
4409,automag gmbh,automag gmbh,1.0
4410,automatec,automatec,1.0
4411,automated packaging systems,allport packaging ltd,0.5766423357664234
4412,automated packaging systems ltd,allport packaging ltd,0.5501972032986734
4413,automated precision europe,aapg europe trading ltd,0.6470937279062721
4414,automated precision europe gmbh,aapg europe trading ltd,0.6420318290821887
4415,automaten seitz,autohaus seitz gmbh,0.717391304347826
4416,automatic industrial machines,abbey industrial solutions ltd,0.7475728155339806
4417,automatic software gmbh,activestate software,0.9113924050632911
4418,automatica,automatica,1.0
4419,automation dr nix gmbh  co kg,abb automation,0.7350993377483445
4420,automation steeg und hoffmeyer gmbh,abb automation,0.9116379310344828
4421,automation systems group,abb automation,1.0
4422,automation und messtechnik gmbh,abb automation,0.8322122216958787
4423,automation wr gmbh,abb automation,0.9400386847195358
4424,automatisation et controle du,afci association francaise du,0.8567466538044133
4425,automatismes centrales hydrauliques,aai  atlantique automatismes incendie,0.8105263157894737
4426,automatizacin de sistemas,advantic sistemas servicio sl,0.8435013262599469
4427,automatizacion de maquinaria,abrasivos y maquinaria sa,0.8051282051282052
4428,automic formerly orsyp,automic formerly orsyp,1.0
4429,automic software,activestate software,0.8702960996528487
4430,automic software sas,activestate software,0.8590106007067139
4431,automobile club de l ouest,abmi grand ouest,0.4334479577287596
4432,automobile club de louest,adfc  allg deutscher fahhrad club ev,0.8390867083446589
4433,automobiles citroen,automobiles citroen,1.0
4434,automobiles peugeot,automobiles citroen,0.711864406779661
4435,automotive center sãdwestfalen,accessory fulfillment center llc,0.5535587961526528
4436,automotive center suedwestfalen,accessory fulfillment center llc,0.5357974683544304
4437,autonomy group limited,autonomy group limited,1.0
4438,autopflege  reifen tamms,autopflege  reifen tamms,1.0
4439,autoprima sa,autoprima sa,1.0
4440,autoprima sa,autoprima sa,1.0
4441,autoreinigungsservice,autoreinigungsservice,1.0
4442,autoridad portuaria de sevilla,abc sevilla sl,0.8575152041702867
4443,autoridade de aviacao civil macau,admin nacional de aviacion civil,0.43475533249686327
4444,autoritum,autoritum,1.0
4445,autoroutes du sud de la france,afci association francaise du,0.5319895598008466
4446,autos el mundo sa,asador el corral de la abuela,0.497494631352899
4447,autos el mundo sa,asador el corral de la abuela,0.497494631352899
4448,autos el mundo sa,asador el corral de la abuela,0.497494631352899
4449,autosattlerei augsburg gmbh,augsburg innovationspark gmbh,0.8105263157894737
4450,autosattlereipolstereisticke,autosattlereipolstereisticke,1.0
4451,autoscan limited,autoscan limited,1.0
4452,autoscan ltd,autoscan limited,1.0
4453,autosound  security services,aasset security gmbh,0.9398976982097188
4454,autotecno industrial trading center,abbey industrial solutions ltd,0.42331623981501065
4455,autoteile streb gmbh,autoteile streb gmbh,1.0
